timestamp,camera,cars,motorbikes,buses,trucks,avg_speed_kmh
2026-02-06 12:49:00,depok_sp_jatijajar,25,41,15,0,1.09
2026-02-06 12:50:00,depok_sp_jatijajar,35,40,2,7,0.93
2026-02-06 12:51:00,depok_sp_jatijajar,30,7,1,10,1.07
2026-02-06 12:51:00,depok_sp_jatijajar,10,0,1,7,1.26
2026-02-06 12:52:00,depok_sp_jatijajar,11,0,0,8,0.89
2026-02-06 12:52:00,depok_sp_jatijajar,36,10,1,19,1.08
2026-02-06 12:53:00,depok_sp_jatijajar,13,0,0,7,0.73
2026-02-06 12:53:00,depok_sp_jatijajar,10,22,0,8,0.95
2026-02-06 12:54:00,depok_sp_jatijajar,17,60,0,0,1.23
2026-02-06 12:54:00,depok_sp_jatijajar,3,0,0,2,1.2
2026-02-06 12:55:00,depok_sp_jatijajar,15,55,0,0,1.12
2026-02-06 12:55:00,depok_sp_jatijajar,27,44,3,14,0.91
2026-02-06 12:56:00,depok_sp_jatijajar,10,67,0,6,1.22
2026-02-06 12:56:00,depok_sp_jatijajar,23,70,1,2,1.07
2026-02-06 12:57:00,depok_sp_jatijajar,19,59,0,0,1.09
2026-02-06 12:57:00,depok_sp_jatijajar,34,7,8,6,1.2
2026-02-06 12:58:00,depok_sp_jatijajar,3,2,0,0,1.44
2026-02-06 12:58:00,depok_sp_jatijajar,26,42,0,9,1.03
2026-02-06 12:59:00,depok_sp_jatijajar,11,32,0,2,0.79
2026-02-06 12:59:00,depok_sp_jatijajar,2,12,0,0,0.0
2026-02-06 13:00:00,depok_sp_jatijajar,13,12,0,0,0.95
2026-02-06 13:00:00,depok_sp_jatijajar,2,6,0,0,0.64
2026-02-06 13:01:00,depok_sp_jatijajar,11,1,0,3,0.99
2026-02-06 13:01:00,depok_sp_jatijajar,4,24,0,0,1.04
2026-02-06 13:02:00,depok_sp_jatijajar,18,5,0,4,1.15
2026-02-06 13:02:00,depok_sp_jatijajar,2,3,0,0,0.0
2026-02-06 13:03:00,depok_sp_jatijajar,36,17,0,11,1.09
2026-02-06 13:03:00,depok_sp_jatijajar,13,11,0,2,1.06
2026-02-06 13:04:00,depok_sp_jatijajar,36,35,14,10,0.94
2026-02-06 13:04:00,depok_sp_jatijajar,30,38,0,4,1.11
2026-02-06 13:05:00,depok_sp_jatijajar,52,85,13,40,1.0
2026-02-06 13:05:00,depok_sp_jatijajar,18,17,0,4,1.0
2026-02-06 13:06:00,depok_sp_jatijajar,24,46,1,3,0.99
2026-02-06 13:06:00,depok_sp_jatijajar,52,94,2,17,1.04
2026-02-06 13:07:00,depok_sp_jatijajar,18,5,3,10,0.79
2026-02-06 13:07:00,depok_sp_jatijajar,49,47,5,16,1.14
